"","year","perc_expl","perc_non_expl","X","Region","Rate","Count","type"
"1",2010,0.14,0.86,1,"Africa",3.5,304,"Assault"
"2",2010,0.14,0.86,2,"Africa",33.49,14078,"Assault"
"3",2010,0.14,0.86,3,"Africa",16.31,3450,"Assault"
"4",2010,0.14,0.86,4,"Africa",19.07,238,"Assault"
"5",2010,0.14,0.86,5,"Africa",NA,NA,"Assault"
"6",2010,0.14,0.86,6,"Africa",19.96,2004,"Assault"
"7",2010,0.14,0.86,7,"Africa",70.86,22979,"Assault"
"8",2010,0.14,0.86,8,"Africa",NA,NA,"Assault"
"9",2010,0.14,0.86,9,"Africa",NA,NA,"Assault"
"10",2010,0.14,0.86,10,"Africa",24.17,4917,"Assault"
"11",2010,0.14,0.86,11,"Africa",0,0,"Assault"
"12",2010,0.14,0.86,12,"Africa",115.02,41381,"Assault"
"13",2010,0.14,0.86,13,"Africa",0.19,156,"Assault"
"14",2010,0.14,0.86,14,"Africa",NA,NA,"Assault"
"15",2010,0.14,0.86,15,"Africa",878.56,17457,"Assault"
"16",2010,0.14,0.86,16,"Africa",NA,NA,"Assault"
"17",2010,0.14,0.86,17,"Africa",NA,NA,"Assault"
"18",2010,0.14,0.86,18,"Africa",NA,NA,"Assault"
"19",2010,0.14,0.86,19,"Africa",NA,NA,"Assault"
"20",2010,0.14,0.86,20,"Africa",829.61,4090,"Assault"
"21",2010,0.14,0.86,21,"Africa",NA,NA,"Assault"
"22",2010,0.14,0.86,22,"Africa",NA,NA,"Assault"
"23",2010,0.14,0.86,23,"Africa",NA,NA,"Assault"
"24",2010,0.14,0.86,24,"Africa",11.41,18093,"Assault"
"25",2010,0.14,0.86,25,"Africa",2.41,305,"Assault"
"26",2010,0.14,0.86,26,"Africa",NA,NA,"Assault"
"27",2010,0.14,0.86,27,"Americas",862.82,3063,"Assault"
"28",2010,0.14,0.86,28,"Americas",535.82,1511,"Assault"
"29",2010,0.14,0.86,29,"Americas",NA,NA,"Assault"
"30",2010,0.14,0.86,30,"Americas",NA,NA,"Assault"
"31",2010,0.14,0.86,31,"Americas",1086.79,1152,"Assault"
"32",2010,0.14,0.86,32,"Americas",50.07,1407,"Assault"
"33",2010,0.14,0.86,33,"Americas",75.81,2714,"Assault"
"34",2010,0.14,0.86,34,"Americas",316.33,155,"Assault"
"35",2010,0.14,0.86,35,"Americas",1212.04,1309,"Assault"
"36",2010,0.14,0.86,36,"Americas",46.39,616,"Assault"
"37",2010,0.14,0.86,37,"Americas",NA,NA,"Assault"
"38",2010,0.14,0.86,38,"Americas",173.76,7953,"Assault"
"39",2010,0.14,0.86,39,"Americas",62.92,3891,"Assault"
"40",2010,0.14,0.86,40,"Americas",50.94,7452,"Assault"
"41",2010,0.14,0.86,41,"Americas",NA,NA,"Assault"
"42",2010,0.14,0.86,42,"Americas",202.19,230687,"Assault"
"43",2010,0.14,0.86,43,"Americas",314.99,18345,"Assault"
"44",2010,0.14,0.86,44,"Americas",166.35,6060,"Assault"
"45",2010,0.14,0.86,45,"Americas",949.23,617,"Assault"
"46",2010,0.14,0.86,46,"Americas",162.34,55436,"Assault"
"47",2010,0.14,0.86,47,"Americas",253.01,781844,"Assault"
"48",2010,0.14,0.86,48,"Americas",NA,NA,"Assault"
"49",2010,0.14,0.86,49,"Americas",84.1,8451,"Assault"
"50",2010,0.14,0.86,50,"Americas",365.69,715702,"Assault"
"51",2010,0.14,0.86,51,"Americas",130.45,22259,"Assault"
"52",2010,0.14,0.86,52,"Americas",117.51,53140,"Assault"
"53",2010,0.14,0.86,53,"Americas",30.01,4505,"Assault"
"54",2010,0.14,0.86,54,"Americas",1492.92,11182,"Assault"
"55",2010,0.14,0.86,55,"Americas",31.16,1947,"Assault"
"56",2010,0.14,0.86,56,"Americas",65.64,19053,"Assault"
"57",2010,0.14,0.86,57,"Americas",NA,NA,"Assault"
"58",2010,0.14,0.86,58,"Americas",15.45,519,"Assault"
"59",2010,0.14,0.86,59,"Asia",9.79,1591,"Assault"
"60",2010,0.14,0.86,60,"Asia",9.89,536,"Assault"
"61",2010,0.14,0.86,61,"Asia",72.94,5490,"Assault"
"62",2010,0.14,0.86,62,"Asia",NA,NA,"Assault"
"63",2010,0.14,0.86,63,"Asia",NA,NA,"Assault"
"64",2010,0.14,0.86,64,"Asia",109.13,7602,"Assault"
"65",2010,0.14,0.86,65,"Asia",20.73,26647,"Assault"
"66",2010,0.14,0.86,66,"Asia",341.26,1836,"Assault"
"67",2010,0.14,0.86,67,"Asia",214.01,5821,"Assault"
"68",2010,0.14,0.86,68,"Asia",590.05,292347,"Assault"
"69",2010,0.14,0.86,69,"Asia",NA,NA,"Assault"
"70",2010,0.14,0.86,70,"Asia",13.22,31960,"Assault"
"71",2010,0.14,0.86,71,"Asia",NA,NA,"Assault"
"72",2010,0.14,0.86,72,"Asia",5.3,2681,"Assault"
"73",2010,0.14,0.86,73,"Asia",8.36,429,"Assault"
"74",2010,0.14,0.86,74,"Asia",13.56,9112,"Assault"
"75",2010,0.14,0.86,75,"Asia",NA,NA,"Assault"
"76",2010,0.14,0.86,76,"Asia",NA,NA,"Assault"
"77",2010,0.14,0.86,77,"Asia",23.42,289022,"Assault"
"78",2010,0.14,0.86,78,"Asia",403.83,1478,"Assault"
"79",2010,0.14,0.86,79,"Asia",NA,NA,"Assault"
"80",2010,0.14,0.86,80,"Asia",19.83,35573,"Assault"
"81",2010,0.14,0.86,81,"Asia",318.9,64616,"Assault"
"82",2010,0.14,0.86,82,"Asia",5.39,155,"Assault"
"83",2010,0.14,0.86,83,"Asia",1.9,172,"Assault"
"84",2010,0.14,0.86,84,"Asia",NA,NA,"Assault"
"85",2010,0.14,0.86,85,"Asia",15.54,173,"Assault"
"86",2010,0.14,0.86,86,"Asia",3.07,126,"Assault"
"87",2010,0.14,0.86,87,"Asia",626.29,46007,"Assault"
"88",2010,0.14,0.86,88,"Asia",NA,NA,"Assault"
"89",2010,0.14,0.86,89,"Asia",NA,NA,"Assault"
"90",2010,0.14,0.86,90,"Asia",191.72,9496,"Assault"
"91",2010,0.14,0.86,91,"Asia",NA,NA,"Assault"
"92",2010,0.14,0.86,92,"Asia",NA,NA,"Assault"
"93",2010,0.14,0.86,93,"Asia",NA,NA,"Assault"
"94",2010,0.14,0.86,94,"Asia",7.05,286,"Assault"
"95",2010,0.14,0.86,95,"Asia",NA,NA,"Assault"
"96",2010,0.14,0.86,96,"Asia",305.39,220882,"Assault"
"97",2010,0.14,0.86,97,"Asia",NA,NA,"Assault"
"98",2010,0.14,0.86,98,"Asia",NA,NA,"Assault"
"99",2010,0.14,0.86,99,"Europe",12.29,1158,"Assault"
"100",2010,0.14,0.86,100,"Europe",40.92,3038,"Assault"
"101",2010,0.14,0.86,101,"Europe",171.52,18073,"Assault"
"102",2010,0.14,0.86,102,"Europe",146.76,14569,"Assault"
"103",2010,0.14,0.86,103,"Europe",28.73,11011,"Assault"
"104",2010,0.14,0.86,104,"Europe",10.18,416,"Assault"
"105",2010,0.14,0.86,105,"Europe",60.09,12301,"Assault"
"106",2010,0.14,0.86,106,"Europe",21.19,30403,"Assault"
"107",2010,0.14,0.86,107,"Europe",44.89,2426,"Assault"
"108",2010,0.14,0.86,108,"Europe",8.8,4029,"Assault"
"109",2010,0.14,0.86,109,"Europe",31.56,1753,"Assault"
"110",2010,0.14,0.86,110,"Europe",7.73,103,"Assault"
"111",2010,0.14,0.86,111,"Europe",37.2,1996,"Assault"
"112",2010,0.14,0.86,112,"Europe",17.81,57,"Assault"
"113",2010,0.14,0.86,113,"Europe",330.22,15038,"Assault"
"114",2010,0.14,0.86,114,"Europe",57.86,1226,"Assault"
"115",2010,0.14,0.86,115,"Europe",7.84,245,"Assault"
"116",2010,0.14,0.86,116,"Europe",59.86,2925,"Assault"
"117",2010,0.14,0.86,117,"Europe",59.57,5594,"Assault"
"118",2010,0.14,0.86,118,"Europe",6.04,178,"Assault"
"119",2010,0.14,0.86,119,"Europe",116.67,98,"Assault"
"120",2010,0.14,0.86,120,"Europe",13.63,505,"Assault"
"121",2010,0.14,0.86,121,"Europe",22.78,986,"Assault"
"122",2010,0.14,0.86,122,"Europe",10.11,1101,"Assault"
"123",2010,0.14,0.86,123,"Europe",0,0,"Assault"
"124",2010,0.14,0.86,124,"Europe",109.34,64866,"Assault"
"125",2010,0.14,0.86,125,"Europe",43.48,180,"Assault"
"126",2010,0.14,0.86,126,"Europe",30.93,193,"Assault"
"127",2010,0.14,0.86,127,"Europe",11.97,248,"Assault"
"128",2010,0.14,0.86,128,"Europe",8.14,863,"Assault"
"129",2010,0.14,0.86,129,"Europe",15.47,1391,"Assault"
"130",2010,0.14,0.86,130,"Europe",106.8,2182,"Assault"
"131",2010,0.14,0.86,131,"Europe",53.43,25077,"Assault"
"132",2010,0.14,0.86,132,"Europe",42.88,3606,"Assault"
"133",2010,0.14,0.86,133,"Europe",710.83,77758,"Assault"
"134",2010,0.14,0.86,134,"Europe",368.81,231909,"Assault"
"135",2010,0.14,0.86,135,"Europe",176.8,142903,"Assault"
"136",2010,0.14,0.86,136,"Europe",213.89,77,"Assault"
"137",2010,0.14,0.86,137,"Europe",487.2,2475,"Assault"
"138",2010,0.14,0.86,138,"Europe",NA,NA,"Assault"
"139",2010,0.14,0.86,139,"Europe",361.33,60280,"Assault"
"140",2010,0.14,0.86,140,"Europe",6.24,487,"Assault"
"141",2010,0.14,0.86,141,"Oceania",309.93,68665,"Assault"
"142",2010,0.14,0.86,142,"Oceania",257.67,11260,"Assault"
"143",2010,0.14,0.86,143,"Oceania",NA,NA,"Assault"
"144",2011,0.17,0.83,144,"Africa",5.57,499,"Assault"
"145",2011,0.17,0.83,145,"Africa",33.27,14366,"Assault"
"146",2011,0.17,0.83,146,"Africa",15.79,3434,"Assault"
"147",2011,0.17,0.83,147,"Africa",18.39,230,"Assault"
"148",2011,0.17,0.83,148,"Africa",NA,NA,"Assault"
"149",2011,0.17,0.83,149,"Africa",24.54,2526,"Assault"
"150",2011,0.17,0.83,150,"Africa",56.82,19023,"Assault"
"151",2011,0.17,0.83,151,"Africa",NA,NA,"Assault"
"152",2011,0.17,0.83,152,"Africa",NA,NA,"Assault"
"153",2011,0.17,0.83,153,"Africa",25.26,5281,"Assault"
"154",2011,0.17,0.83,154,"Africa",2.16,4,"Assault"
"155",2011,0.17,0.83,155,"Africa",124.24,45548,"Assault"
"156",2011,0.17,0.83,156,"Africa",0.4,339,"Assault"
"157",2011,0.17,0.83,157,"Africa",NA,NA,"Assault"
"158",2011,0.17,0.83,158,"Africa",798.91,16098,"Assault"
"159",2011,0.17,0.83,159,"Africa",NA,NA,"Assault"
"160",2011,0.17,0.83,160,"Africa",NA,NA,"Assault"
"161",2011,0.17,0.83,161,"Africa",NA,NA,"Assault"
"162",2011,0.17,0.83,162,"Africa",NA,NA,"Assault"
"163",2011,0.17,0.83,163,"Africa",807.62,4030,"Assault"
"164",2011,0.17,0.83,164,"Africa",NA,NA,"Assault"
"165",2011,0.17,0.83,165,"Africa",NA,NA,"Assault"
"166",2011,0.17,0.83,166,"Africa",NA,NA,"Assault"
"167",2011,0.17,0.83,167,"Africa",NA,NA,"Assault"
"168",2011,0.17,0.83,168,"Africa",NA,NA,"Assault"
"169",2011,0.17,0.83,169,"Africa",NA,NA,"Assault"
"170",2011,0.17,0.83,170,"Americas",907.78,3268,"Assault"
"171",2011,0.17,0.83,171,"Americas",463.6,1312,"Assault"
"172",2011,0.17,0.83,172,"Americas",NA,NA,"Assault"
"173",2011,0.17,0.83,173,"Americas",NA,NA,"Assault"
"174",2011,0.17,0.83,174,"Americas",1155.14,1236,"Assault"
"175",2011,0.17,0.83,175,"Americas",NA,NA,"Assault"
"176",2011,0.17,0.83,176,"Americas",81.29,2894,"Assault"
"177",2011,0.17,0.83,177,"Americas",279.59,137,"Assault"
"178",2011,0.17,0.83,178,"Americas",1152.78,1245,"Assault"
"179",2011,0.17,0.83,179,"Americas",40.04,535,"Assault"
"180",2011,0.17,0.83,180,"Americas",NA,NA,"Assault"
"181",2011,0.17,0.83,181,"Americas",158.88,7361,"Assault"
"182",2011,0.17,0.83,182,"Americas",59.27,3681,"Assault"
"183",2011,0.17,0.83,183,"Americas",41.72,6237,"Assault"
"184",2011,0.17,0.83,184,"Americas",42.98,3645,"Assault"
"185",2011,0.17,0.83,185,"Americas",183.36,212141,"Assault"
"186",2011,0.17,0.83,186,"Americas",NA,NA,"Assault"
"187",2011,0.17,0.83,187,"Americas",156.07,5784,"Assault"
"188",2011,0.17,0.83,188,"Americas",860,559,"Assault"
"189",2011,0.17,0.83,189,"Americas",156.22,53957,"Assault"
"190",2011,0.17,0.83,190,"Americas",241.48,752423,"Assault"
"191",2011,0.17,0.83,191,"Americas",NA,NA,"Assault"
"192",2011,0.17,0.83,192,"Americas",65.52,6692,"Assault"
"193",2011,0.17,0.83,193,"Americas",363.1,717185,"Assault"
"194",2011,0.17,0.83,194,"Americas",133.24,22963,"Assault"
"195",2011,0.17,0.83,195,"Americas",136.18,62185,"Assault"
"196",2011,0.17,0.83,196,"Americas",41.39,6309,"Assault"
"197",2011,0.17,0.83,197,"Americas",NA,NA,"Assault"
"198",2011,0.17,0.83,198,"Americas",31.77,2012,"Assault"
"199",2011,0.17,0.83,199,"Americas",70.79,20717,"Assault"
"200",2011,0.17,0.83,200,"Americas",NA,NA,"Assault"
"201",2011,0.17,0.83,201,"Americas",15.26,514,"Assault"
"202",2011,0.17,0.83,202,"Asia",11.9,1962,"Assault"
"203",2011,0.17,0.83,203,"Asia",8.74,482,"Assault"
"204",2011,0.17,0.83,204,"Asia",48.52,3735,"Assault"
"205",2011,0.17,0.83,205,"Asia",NA,NA,"Assault"
"206",2011,0.17,0.83,206,"Asia",NA,NA,"Assault"
"207",2011,0.17,0.83,207,"Asia",105.07,7362,"Assault"
"208",2011,0.17,0.83,208,"Asia",20.18,25928,"Assault"
"209",2011,0.17,0.83,209,"Asia",313.61,1728,"Assault"
"210",2011,0.17,0.83,210,"Asia",210.76,5838,"Assault"
"211",2011,0.17,0.83,211,"Asia",626.41,311862,"Assault"
"212",2011,0.17,0.83,212,"Asia",NA,NA,"Assault"
"213",2011,0.17,0.83,213,"Asia",14.61,35800,"Assault"
"214",2011,0.17,0.83,214,"Asia",NA,NA,"Assault"
"215",2011,0.17,0.83,215,"Asia",4.37,2228,"Assault"
"216",2011,0.17,0.83,216,"Asia",7.71,406,"Assault"
"217",2011,0.17,0.83,217,"Asia",19.73,13322,"Assault"
"218",2011,0.17,0.83,218,"Asia",NA,NA,"Assault"
"219",2011,0.17,0.83,219,"Asia",NA,NA,"Assault"
"220",2011,0.17,0.83,220,"Asia",24.22,302847,"Assault"
"221",2011,0.17,0.83,221,"Asia",328.68,1249,"Assault"
"222",2011,0.17,0.83,222,"Asia",NA,NA,"Assault"
"223",2011,0.17,0.83,223,"Asia",19.75,36204,"Assault"
"224",2011,0.17,0.83,224,"Asia",325.88,66474,"Assault"
"225",2011,0.17,0.83,225,"Asia",5.6,161,"Assault"
"226",2011,0.17,0.83,226,"Asia",1.67,153,"Assault"
"227",2011,0.17,0.83,227,"Asia",NA,NA,"Assault"
"228",2011,0.17,0.83,228,"Asia",14.58,164,"Assault"
"229",2011,0.17,0.83,229,"Asia",NA,NA,"Assault"
"230",2011,0.17,0.83,230,"Asia",575.25,43069,"Assault"
"231",2011,0.17,0.83,231,"Asia",NA,NA,"Assault"
"232",2011,0.17,0.83,232,"Asia",NA,NA,"Assault"
"233",2011,0.17,0.83,233,"Asia",172.16,8956,"Assault"
"234",2011,0.17,0.83,234,"Asia",NA,NA,"Assault"
"235",2011,0.17,0.83,235,"Asia",NA,NA,"Assault"
"236",2011,0.17,0.83,236,"Asia",NA,NA,"Assault"
"237",2011,0.17,0.83,237,"Asia",8.19,340,"Assault"
"238",2011,0.17,0.83,238,"Asia",NA,NA,"Assault"
"239",2011,0.17,0.83,239,"Asia",324.6,238395,"Assault"
"240",2011,0.17,0.83,240,"Asia",NA,NA,"Assault"
"241",2011,0.17,0.83,241,"Asia",NA,NA,"Assault"
"242",2011,0.17,0.83,242,"Europe",10.65,1003,"Assault"
"243",2011,0.17,0.83,243,"Europe",33.36,2462,"Assault"
"244",2011,0.17,0.83,244,"Europe",183.68,19409,"Assault"
"245",2011,0.17,0.83,245,"Europe",143.61,14212,"Assault"
"246",2011,0.17,0.83,246,"Europe",27.95,10703,"Assault"
"247",2011,0.17,0.83,247,"Europe",8.83,360,"Assault"
"248",2011,0.17,0.83,248,"Europe",60.48,12299,"Assault"
"249",2011,0.17,0.83,249,"Europe",20.63,29647,"Assault"
"250",2011,0.17,0.83,250,"Europe",41.17,2227,"Assault"
"251",2011,0.17,0.83,251,"Europe",NA,NA,"Assault"
"252",2011,0.17,0.83,252,"Europe",30.38,1696,"Assault"
"253",2011,0.17,0.83,253,"Europe",7.83,104,"Assault"
"254",2011,0.17,0.83,254,"Europe",54.79,2953,"Assault"
"255",2011,0.17,0.83,255,"Europe",18.58,60,"Assault"
"256",2011,0.17,0.83,256,"Europe",320.39,14709,"Assault"
"257",2011,0.17,0.83,257,"Europe",55.44,1161,"Assault"
"258",2011,0.17,0.83,258,"Europe",6.68,206,"Assault"
"259",2011,0.17,0.83,259,"Europe",57.34,2837,"Assault"
"260",2011,0.17,0.83,260,"Europe",60.04,5684,"Assault"
"261",2011,0.17,0.83,261,"Europe",5.77,169,"Assault"
"262",2011,0.17,0.83,262,"Europe",171.43,144,"Assault"
"263",2011,0.17,0.83,263,"Europe",17.81,652,"Assault"
"264",2011,0.17,0.83,264,"Europe",20.24,873,"Assault"
"265",2011,0.17,0.83,265,"Europe",13.16,1425,"Assault"
"266",2011,0.17,0.83,266,"Europe",0,0,"Assault"
"267",2011,0.17,0.83,267,"Europe",114.95,68500,"Assault"
"268",2011,0.17,0.83,268,"Europe",43.3,181,"Assault"
"269",2011,0.17,0.83,269,"Europe",25.76,161,"Assault"
"270",2011,0.17,0.83,270,"Europe",11.53,239,"Assault"
"271",2011,0.17,0.83,271,"Europe",7.68,812,"Assault"
"272",2011,0.17,0.83,272,"Europe",14.6,1309,"Assault"
"273",2011,0.17,0.83,273,"Europe",96.25,1974,"Assault"
"274",2011,0.17,0.83,274,"Europe",38.85,18290,"Assault"
"275",2011,0.17,0.83,275,"Europe",46.1,3897,"Assault"
"276",2011,0.17,0.83,276,"Europe",715.25,78778,"Assault"
"277",2011,0.17,0.83,277,"Europe",365.86,231307,"Assault"
"278",2011,0.17,0.83,278,"Europe",172.02,139091,"Assault"
"279",2011,0.17,0.83,279,"Europe",216.67,78,"Assault"
"280",2011,0.17,0.83,280,"Europe",528.71,2744,"Assault"
"281",2011,0.17,0.83,281,"Europe",NA,NA,"Assault"
"282",2011,0.17,0.83,282,"Europe",355.03,59425,"Assault"
"283",2011,0.17,0.83,283,"Europe",6.16,487,"Assault"
"284",2011,0.17,0.83,284,"Oceania",293.3,66103,"Assault"
"285",2011,0.17,0.83,285,"Oceania",244.53,10806,"Assault"
"286",2011,0.17,0.83,286,"Oceania",NA,NA,"Assault"
"287",2012,0.19,0.81,287,"Africa",4.92,455,"Assault"
"288",2012,0.19,0.81,288,"Africa",32.78,14534,"Assault"
"289",2012,0.19,0.81,289,"Africa",9.46,2115,"Assault"
"290",2012,0.19,0.81,290,"Africa",NA,NA,"Assault"
"291",2012,0.19,0.81,291,"Africa",NA,NA,"Assault"
"292",2012,0.19,0.81,292,"Africa",30.11,3177,"Assault"
"293",2012,0.19,0.81,293,"Africa",52.17,18030,"Assault"
"294",2012,0.19,0.81,294,"Africa",NA,NA,"Assault"
"295",2012,0.19,0.81,295,"Africa",NA,NA,"Assault"
"296",2012,0.19,0.81,296,"Africa",26.83,5764,"Assault"
"297",2012,0.19,0.81,297,"Africa",NA,NA,"Assault"
"298",2012,0.19,0.81,298,"Africa",139.86,52287,"Assault"
"299",2012,0.19,0.81,299,"Africa",NA,NA,"Assault"
"300",2012,0.19,0.81,300,"Africa",88.56,29439,"Assault"
"301",2012,0.19,0.81,301,"Africa",NA,NA,"Assault"
"302",2012,0.19,0.81,302,"Africa",NA,NA,"Assault"
"303",2012,0.19,0.81,303,"Africa",NA,NA,"Assault"
"304",2012,0.19,0.81,304,"Africa",NA,NA,"Assault"
"305",2012,0.19,0.81,305,"Africa",NA,NA,"Assault"
"306",2012,0.19,0.81,306,"Africa",815.05,4116,"Assault"
"307",2012,0.19,0.81,307,"Africa",NA,NA,"Assault"
"308",2012,0.19,0.81,308,"Africa",NA,NA,"Assault"
"309",2012,0.19,0.81,309,"Africa",NA,NA,"Assault"
"310",2012,0.19,0.81,310,"Africa",9.2,15388,"Assault"
"311",2012,0.19,0.81,311,"Africa",NA,NA,"Assault"
"312",2012,0.19,0.81,312,"Africa",NA,NA,"Assault"
"313",2012,0.19,0.81,313,"Americas",860.44,3132,"Assault"
"314",2012,0.19,0.81,314,"Americas",516.9,1468,"Assault"
"315",2012,0.19,0.81,315,"Americas",NA,NA,"Assault"
"316",2012,0.19,0.81,316,"Americas",59.78,5937,"Assault"
"317",2012,0.19,0.81,317,"Americas",1227.1,1313,"Assault"
"318",2012,0.19,0.81,318,"Americas",200,5684,"Assault"
"319",2012,0.19,0.81,319,"Americas",77.27,2733,"Assault"
"320",2012,0.19,0.81,320,"Americas",NA,NA,"Assault"
"321",2012,0.19,0.81,321,"Americas",1029.63,1112,"Assault"
"322",2012,0.19,0.81,322,"Americas",43.05,579,"Assault"
"323",2012,0.19,0.81,323,"Americas",273.08,923,"Assault"
"324",2012,0.19,0.81,324,"Americas",138.16,6477,"Assault"
"325",2012,0.19,0.81,325,"Americas",67.78,4228,"Assault"
"326",2012,0.19,0.81,326,"Americas",39.85,6086,"Assault"
"327",2012,0.19,0.81,327,"Americas",23.46,2027,"Assault"
"328",2012,0.19,0.81,328,"Americas",180.71,211921,"Assault"
"329",2012,0.19,0.81,329,"Americas",NA,NA,"Assault"
"330",2012,0.19,0.81,330,"Americas",144.82,5461,"Assault"
"331",2012,0.19,0.81,331,"Americas",849.23,552,"Assault"
"332",2012,0.19,0.81,332,"Americas",152.74,53339,"Assault"
"333",2012,0.19,0.81,333,"Americas",242.64,762009,"Assault"
"334",2012,0.19,0.81,334,"Americas",NA,NA,"Assault"
"335",2012,0.19,0.81,335,"Americas",71.56,7426,"Assault"
"336",2012,0.19,0.81,336,"Americas",367.77,732913,"Assault"
"337",2012,0.19,0.81,337,"Americas",113.87,19813,"Assault"
"338",2012,0.19,0.81,338,"Americas",178.36,82181,"Assault"
"339",2012,0.19,0.81,339,"Americas",53.26,8242,"Assault"
"340",2012,0.19,0.81,340,"Americas",1306.89,9867,"Assault"
"341",2012,0.19,0.81,341,"Americas",31.52,2024,"Assault"
"342",2012,0.19,0.81,342,"Americas",84.8,25022,"Assault"
"343",2012,0.19,0.81,343,"Americas",NA,NA,"Assault"
"344",2012,0.19,0.81,344,"Americas",13.88,469,"Assault"
"345",2012,0.19,0.81,345,"Asia",9.95,1666,"Assault"
"346",2012,0.19,0.81,346,"Asia",7.36,414,"Assault"
"347",2012,0.19,0.81,347,"Asia",NA,NA,"Assault"
"348",2012,0.19,0.81,348,"Asia",NA,NA,"Assault"
"349",2012,0.19,0.81,349,"Asia",NA,NA,"Assault"
"350",2012,0.19,0.81,350,"Asia",104.04,7332,"Assault"
"351",2012,0.19,0.81,351,"Asia",21.85,28058,"Assault"
"352",2012,0.19,0.81,352,"Asia",310.99,1754,"Assault"
"353",2012,0.19,0.81,353,"Asia",231.72,6546,"Assault"
"354",2012,0.19,0.81,354,"Asia",124.36,62257,"Assault"
"355",2012,0.19,0.81,355,"Asia",NA,NA,"Assault"
"356",2012,0.19,0.81,356,"Asia",12.44,30901,"Assault"
"357",2012,0.19,0.81,357,"Asia",NA,NA,"Assault"
"358",2012,0.19,0.81,358,"Asia",4.5,2312,"Assault"
"359",2012,0.19,0.81,359,"Asia",8.42,452,"Assault"
"360",2012,0.19,0.81,360,"Asia",20.13,13654,"Assault"
"361",2012,0.19,0.81,361,"Asia",NA,NA,"Assault"
"362",2012,0.19,0.81,362,"Asia",NA,NA,"Assault"
"363",2012,0.19,0.81,363,"Asia",26.25,332324,"Assault"
"364",2012,0.19,0.81,364,"Asia",318.39,1264,"Assault"
"365",2012,0.19,0.81,365,"Asia",NA,NA,"Assault"
"366",2012,0.19,0.81,366,"Asia",17.19,32194,"Assault"
"367",2012,0.19,0.81,367,"Asia",322.1,66137,"Assault"
"368",2012,0.19,0.81,368,"Asia",5.44,157,"Assault"
"369",2012,0.19,0.81,369,"Asia",1.42,132,"Assault"
"370",2012,0.19,0.81,370,"Asia",NA,NA,"Assault"
"371",2012,0.19,0.81,371,"Asia",13.04,148,"Assault"
"372",2012,0.19,0.81,372,"Asia",NA,NA,"Assault"
"373",2012,0.19,0.81,373,"Asia",NA,NA,"Assault"
"374",2012,0.19,0.81,374,"Asia",NA,NA,"Assault"
"375",2012,0.19,0.81,375,"Asia",NA,NA,"Assault"
"376",2012,0.19,0.81,376,"Asia",156.34,8658,"Assault"
"377",2012,0.19,0.81,377,"Asia",NA,NA,"Assault"
"378",2012,0.19,0.81,378,"Asia",NA,NA,"Assault"
"379",2012,0.19,0.81,379,"Asia",NA,NA,"Assault"
"380",2012,0.19,0.81,380,"Asia",8.18,347,"Assault"
"381",2012,0.19,0.81,381,"Asia",NA,NA,"Assault"
"382",2012,0.19,0.81,382,"Asia",351.41,262330,"Assault"
"383",2012,0.19,0.81,383,"Asia",4.13,378,"Assault"
"384",2012,0.19,0.81,384,"Asia",NA,NA,"Assault"
"385",2012,0.19,0.81,385,"Europe",9.63,907,"Assault"
"386",2012,0.19,0.81,386,"Europe",32.86,2410,"Assault"
"387",2012,0.19,0.81,387,"Europe",173.5,18358,"Assault"
"388",2012,0.19,0.81,388,"Europe",141.66,13973,"Assault"
"389",2012,0.19,0.81,389,"Europe",25.43,9721,"Assault"
"390",2012,0.19,0.81,390,"Europe",7.97,325,"Assault"
"391",2012,0.19,0.81,391,"Europe",85.13,17219,"Assault"
"392",2012,0.19,0.81,392,"Europe",20.17,29045,"Assault"
"393",2012,0.19,0.81,393,"Europe",40.31,2183,"Assault"
"394",2012,0.19,0.81,394,"Europe",NA,NA,"Assault"
"395",2012,0.19,0.81,395,"Europe",170.33,9557,"Assault"
"396",2012,0.19,0.81,396,"Europe",7.48,99,"Assault"
"397",2012,0.19,0.81,397,"Europe",34.61,1874,"Assault"
"398",2012,0.19,0.81,398,"Europe",22.7,74,"Assault"
"399",2012,0.19,0.81,399,"Europe",294.4,13566,"Assault"
"400",2012,0.19,0.81,400,"Europe",64.04,1325,"Assault"
"401",2012,0.19,0.81,401,"Europe",5.84,178,"Assault"
"402",2012,0.19,0.81,402,"Europe",55.46,2781,"Assault"
"403",2012,0.19,0.81,403,"Europe",55.94,5338,"Assault"
"404",2012,0.19,0.81,404,"Europe",5.35,156,"Assault"
"405",2012,0.19,0.81,405,"Europe",198.78,163,"Assault"
"406",2012,0.19,0.81,406,"Europe",17.14,618,"Assault"
"407",2012,0.19,0.81,407,"Europe",21.02,903,"Assault"
"408",2012,0.19,0.81,408,"Europe",15.69,1692,"Assault"
"409",2012,0.19,0.81,409,"Europe",0,0,"Assault"
"410",2012,0.19,0.81,410,"Europe",116.11,69527,"Assault"
"411",2012,0.19,0.81,411,"Europe",41.23,174,"Assault"
"412",2012,0.19,0.81,412,"Europe",26.84,168,"Assault"
"413",2012,0.19,0.81,413,"Europe",10.17,211,"Assault"
"414",2012,0.19,0.81,414,"Europe",6.66,701,"Assault"
"415",2012,0.19,0.81,415,"Europe",14.8,1323,"Assault"
"416",2012,0.19,0.81,416,"Europe",98.74,2032,"Assault"
